path;author;sex;birthday;header;created;sphere;genre_fi;type;topic;chronotop;style;audience_age;audience_level;audience_size;source;publication;publisher;publ_year;medium;subcorpus;tagging;comments;editor_id
gta_0626_01;;;;Задержан заказчик убийства Юшенкова;2003;публицистика|нехудожественная;;статья;криминал;;нейтральный;н-возраст;н-уровень;большая;«Газета», 26.06.2003;«Газета»;;2003.06.26;газета;ПК письменных текстов;manual;;1
331479;;;;Налоговый конфликт разрешится в суде;2002;публицистика|нехудожественная;;комментарий;право|бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Аграрный журнал», 15.02.2002;«Аграрный журнал»;;2002.02.15;журнал;ПК письменных текстов;manual;;1
22449;Денис Быстров;муж;;Первый эшелон. Светлана Кузнецова оказалась 11-й российской теннисисткой в первой сотне мирового рейтинга;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 13.08.2002;«Известия»;;2002.08.13;газета;ПК письменных текстов;manual;;1
520728;;;;Задачи синтеза сетей синхронной иерархии;2003;учебно-научная|нехудожественная;;статья;наука и технологии|информатика;;специальный;н-возраст;высокий;средняя;«Информационные технологии», 2003, № 10;«Информационные технологии»;;2003;журнал;ПК письменных текстов;manual;;1
24833;Юрий Дудь;муж;;Мини-история. Как отечественный зальный футбол теряет деньги, популярность и будущее;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 06.10.2002;«Известия»;;2002.10.06;газета;ПК письменных текстов;manual;;1
vmn_0731_3;Оксана Карпова;жен;;Бизнес в растерянности;2003;публицистика|нехудожественная;;отчет;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 31.07.2003;«Время МН»;;2003.07.31;газета;ПК письменных текстов;manual;;1
517920;М. В. Мусийчук;жен;;О сходстве приемов остроумия и механизмов построения парадоксальных задач;2003;учебно-научная|нехудожественная;;статья;наука и технологии|психология;;специальный;н-возраст;н-уровень;большая;«Вопросы психологии», 2003, №6;«Вопросы психологии»;;2003;журнал;ПК письменных текстов;manual;;2
25237;Дмитрий Навоша;муж;;Медом намазано. В среду сборная России проведет свой первый официальный матч вне Москвы;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 15.10.2002;«Известия»;;2002.10.15;газета;ПК письменных текстов;manual;;1
itog_0225_1;Александр Чудодеев;муж;;Топ-менеджмент;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Итоги», 25.02.2003;«Итоги»;;2003.02.25;журнал;ПК письменных текстов;manual;;1
tram906_10;;;;Мы сами с усами;1990;публицистика|нехудожественная;;заметка;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Трамвай», 1990, №6;«Трамвай»;;1990;журнал;ПК письменных текстов;manual;;1
issue_1967;;;;Может ли пластик восстанавливаться сам?;2003;публицистика|нехудожественная;;заметка;наука и технологии|химия;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 1;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
zvt_0729_1;Александр Проханов;муж;1938;Прокуратура - кастет с программным управлением;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Завтра», 29.07.2003;«Завтра»;;2003.07.29;газета;ПК письменных текстов;manual;;1
2149;Татьяна Железняк;жен;;Когда языки умолкнут, или бриллианты -- forever;2001;публицистика|нехудожественная;;комментарий;наука и технологии;;нейтральный;н-возраст;н-уровень;большая;«Известия», 06.07.2001;«Известия»;;2001.07.06;газета;ПК письменных текстов;manual;;1
odnovrem;Евгений Гришковец;муж;1967;ОдноврЕмЕнно;2004;художественная;драматургия;пьеса;;Россия: постсоветский период;нейтральный;н-возраст;н-уровень;очень большая;Е. Гришковец. Город: Сб. пьес. М.: 2001;Е. Гришковец. Город: Сб. пьес;;2001;книга;ПК письменных текстов;manual;;3
issue_1989;Владилен Барашенков;муж;;Верен ли закон Ньютона?;2003;учебно-научная|нехудожественная;;статья;наука и технологии|физика;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 1;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
448300;;;;Пиренеи на Братиславской;2002;публицистика|нехудожественная;;рецензия;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.03.25;«Культура»;;2002.03.25;газета;ПК письменных текстов;manual;;1
444405;;;;Призраки за деревом детства;2002;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.04.08;«Культура»;;2002.04.08;газета;ПК письменных текстов;manual;;1
dk_0210_01;Николай Малетин;муж;;Потребительская корзина для мусора;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Деловой квартал» (Екатеринбург), 10.02.2003;«Деловой квартал» (Екатеринбург);;2003.02.10;газета;ПК письменных текстов;manual;;1
328771;Михаил Николаев;муж;;В поисках капитала;2002;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 07.02.2002;«Вечерняя Москва»;;2002.02.07;газета;ПК письменных текстов;manual;;1
328774;Ольга Бойцова;жен;;«Плейбой» чуть не раздел депутата;2002;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 07.02.2002;«Вечерняя Москва»;;2002.02.07;газета;ПК письменных текстов;manual;;1
476727;;;;На заседании Президентского совета;2004;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Бухгалтерский учёт», 06.12.2004;«Бухгалтерский учёт»;;2004.12.06;журнал;ПК письменных текстов;manual;;1
524928;;;;Магнитные и магнитооптические свойства многослойных наноструктур ферромагнетик -- полупроводник;2004;учебно-научная|нехудожественная;;аннотация;наука и технологии|физика;;специальный;н-возраст;высокий;средняя;Физика твердого тела, 2004, №5;«Физика твёрдого тела»;;2004;журнал;ПК письменных текстов;manual;;2
30584;Янина Соколовская;жен;;Лящук идет в Ирак. Украинские военные готовы к отправке в Персидский залив;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Известия», 26.02.2003;«Известия»;;2003.02.26;газета;ПК письменных текстов;manual;;1
389820;К. Аксенова;жен;;Особенности жилищных споров;2002;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;средняя;«Биржа плюс свой дом» (Н. Новгород), 20020520;«Биржа плюс свой дом» (Н. Новгород);;2002.05.20;газета;ПК письменных текстов;manual;;1
aif_0604_3;Вероника Сивкова;жен;;На что тратит деньги Пенсионный фонд;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Аргументы и факты», 04.06.2003;«Аргументы и факты»;;2003.06.04;газета;ПК письменных текстов;manual;;1
491387;Эльвира Савкина;жен;;Max Мara вывела vip-леди Самары на подиум;2002;публицистика|нехудожественная;;репортаж;досуг, зрелища и развлечения;;нейтральный;н-возраст;н-уровень;средняя;Дело (Самара), 20020526;«Дело» (Самара);;2002.05.26;газета;ПК письменных текстов;manual;;1
27570;Филипп Бахтин;муж;;Двое на двое. Миланцы показали римлянам, кто в Италии главный;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 08.12.2002;«Известия»;;2002.12.08;газета;ПК письменных текстов;manual;;1
4699;Андрей Левых;муж;;Маленькие комедии. Пять горячих точек 23-го тура чемпионата России по футболу;2001;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 26.08.2001;«Известия»;;2001.08.26;газета;ПК письменных текстов;manual;;1
448811;Иосиф Гальперин;муж;;Власть «делом» занимается;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Совершенно секретно», 09.08.2003;«Совершенно секретно»;;2003.08.09;газета;ПК письменных текстов;manual;;1
27974;Мила Кузина;жен;;«У меня сейчас идет только анализ». Назначен новый генеральный директор ТВС;2002;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 20.12.2002;«Известия»;;2002.12.20;газета;ПК письменных текстов;manual;;1
iskand46;Фазиль Искандер;муж;1929;Мой кумир;1965-1990;художественная;нежанровая проза;рассказ;;Россия/СССР: 1930-е|Россия/СССР: 1946-1952;нейтральный;н-возраст;н-уровень;большая;http://www.lib.ru/FISKANDER/isk_rassk4.txt;Собр. соч.: В 6 т. - М., 1997;;1997;книга;ПК письменных текстов;manual;;3
10976331;;;;Светские новости;2002;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.05.2002;«Домовой»;;2002.05.04;журнал;ПК письменных текстов;manual;;1
2041;Наталия Семеняк;жен;;Диана в бронзе. Зураб Церетели создал памятник принцессе;2001;публицистика|нехудожественная;;заметка;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 03.07.2001;«Известия»;;2001.07.03;газета;ПК письменных текстов;manual;;1
22459;;;;Акрам Айлисли, писатель: «Я хотел сжечь свои книги...»;2002;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 14.08.2002;«Известия»;;2002.08.14;газета;ПК письменных текстов;manual;;1
13885;Александр Иванов;муж;;Корбут пошла по стопам Райдер;2002;публицистика|нехудожественная;;заметка;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 03.02.2002;«Известия»;;2002.02.03;газета;ПК письменных текстов;manual;;1
2260;;;;Стефан Дион: «Развитые демократии не рушатся»;2001;публицистика|нехудожественная;;интервью;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Известия», 09.07.2001;«Известия»;;2001.07.09;газета;ПК письменных текстов;manual;;1
nrab_0109_1;Лариса Чилачава;жен;;Медалистам эксперимент не помеха;2003;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Новороссийский рабочий», 09.01.2003;«Новороссийский рабочий»;;2003.01.09;газета;ПК письменных текстов;manual;;1
444577;;;;В Крыму будет нечем дышать;2003;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;Криминальная хроника, 24.07.2003;«Криминальная хроника»;;2003.07.24;газета;ПК письменных текстов;manual;;1
23443098;Константин Анохин;муж;;Город-уголь;2002;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Коммерсантъ-Власть», 2002, № 15|«Коммерсантъ-Власть», 2002, № 16;«Коммерсантъ-Власть»;;2002;журнал;ПК письменных текстов;manual;;1
449324;;;;Социальное партнерство;2003;публицистика|нехудожественная;;информационное сообщение;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Марийская правда» (Йошкар-Ола), 01.01.2003;«Марийская правда» (Йошкар-Ола);;2003.01.01;газета;ПК письменных текстов;manual;;1
514606;Наталья Дубова;жен;;Орбита Лаврова;2004;публицистика|нехудожественная;;статья;наука и технологии|информатика;;специальный;н-возраст;н-уровень;большая;Computerworld, 2004, № 29;«Computerworld»;;2004;журнал;ПК письменных текстов;manual;;1
514609;Вячеслав Соболев;муж;;Есть ли шансы у XGI;2004;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;специальный;н-возраст;н-уровень;большая;Computerworld, 2004, № 29;«Computerworld»;;2004;журнал;ПК письменных текстов;manual;;1
28288;Анна Ковалева;жен;;Миллионы, женщины и смерть;2002;реклама|нехудожественная;;анонс;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 27.12.2002;«Известия»;;2002.12.27;газета;ПК письменных текстов;manual;;1
461217;Василий Аузан, Даниил Африн;муж;;Как оценить успешность интернет-магазина;2001;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Эксперт-Интернет», 2001.03.12;«Эксперт-Интернет»;;2001.03.12;журнал;ПК письменных текстов;manual;;1
461219;Ирина Шувалова;жен;;Шаг назад и два вперед;2001;публицистика|нехудожественная;;статья;наука и технологии;;нейтральный;н-возраст;н-уровень;большая;«Эксперт-Интернет», 2001.03.12;«Эксперт-Интернет»;;2001.03.12;журнал;ПК письменных текстов;manual;;1
issue_2333;;;;Интеллектуальные игры «З-С»;2003;учебно-научная|нехудожественная;;игра;досуг, зрелища и развлечения;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 8;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
448310;;;;В условиях реального времени;2002;публицистика|нехудожественная;;рецензия;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.03.25;«Культура»;;2002.03.25;газета;ПК письменных текстов;manual;;1
ej_0324_2;;;;Второй съезд;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Еженедельный журнал», 24.03.2003;«Еженедельный журнал»;;2003.03.24;журнал;ПК письменных текстов;manual;;1
10974614;;;;На том стоим;2002;публицистика|нехудожественная;;интервью;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.02.2002;«Домовой»;;2002.02.04;журнал;ПК письменных текстов;manual;;1
issue_2429;;;;А бутерброд с погодой вы не пробовали?;2003;публицистика|нехудожественная;;заметка;наука и технологии|природа;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 10;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
issue_2043;Александр Голяндин;муж;;Рассказы о животных, и не только о них: А у морского конька что за конек?;2003;учебно-научная|нехудожественная;;статья;наука и технологии|биология;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
issue_2044;;;;Интеллектуальные игры «З-С»: Привычные заблуждения;2003;учебно-научная|нехудожественная;;игра;досуг, зрелища и развлечения;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
448797;Дмитрий Фролов;муж;;Цензура с рыночным лицом;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Совершенно секретно», 08.04.2003;«Совершенно секретно»;;2003.04.08;газета;ПК письменных текстов;manual;;1
moibrat;Анатолий Алексин;муж;1924;Мой брат играет на кларнете;1967;художественная;нежанровая проза;повесть;;Россия/СССР: 1960-1980-е;нейтральный;молодежный;н-уровень;большая;Алексин А.Г. Собр. соч.: В 3 тт. Т. 1. М.: Детская литература, 1980 - http://publ.lib.ru/ARCHIVES/A/ALEKSIN_Anatoliy_Georgievich/_Aleksin_A._G.;Собр. соч.: В 3 тт. Т. 2;«Детская литература»;1980;книга;ПК письменных текстов;manual;;3
vest-flor;Ю. Ф. Флоринская, Т. Г. Рощина;жен;;Жизненные планы выпускников школ из малых городов;2004;учебно-научная|нехудожественная;;статья;наука и технологии|социология;;специальный;н-возраст;высокий;средняя;«Человек», 2005, №5 -- vivovoco.rsl.ru/;«Человек»;;2005;журнал;ПК письменных текстов;manual;;2
450884;И. Покровская, М. Алексейкина;жен;;По волосам не плачут;1999;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Здоровье», 15.03.1999;«Здоровье»;;1999.03.15;журнал;ПК письменных текстов;manual;;1
30592;Михаил Чепелов;муж;;«Если надо -- поменяем власть и в других странах». Американский политолог предсказывает активизацию действий США;2003;публицистика|нехудожественная;;комментарий;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Известия», 27.02.2003;«Известия»;;2003.02.27;газета;ПК письменных текстов;manual;;1
517278;Павел Иванов;муж;;Ключ к правовой экономике. Популярные хроники непопулярного закона;2003;публицистика|нехудожественная;;статья;право;;специальный;н-возраст;профессиональный;большая;Воздушно-космическая оборона, 2003, № 2 (9);«Воздушно-космическая оборона»;;2003;журнал;ПК письменных текстов;manual;;1
cadcam;В. Ф. Безъязычный, А. Ю. Татаринов, М. В. Тимофеев;муж;;Проблемы внедрения CAD/CAM систем в промышленности;2002;учебно-научная|нехудожественная;;статья;наука и технологии|производство|машиностроение;;специальный;н-возраст;н-уровень;большая;Автоматизация технологических процессов в машиностроении Межвузовский сборник научных трудов / ВолгГТУ, Волгоград, 2002 http://www.elib.vstu.ru/fullpubs/0000000161/index.htm;Автоматизация технологических процессов в машиностроении/ Межвузовский сборник научных трудов ;ВолгГТУ;2002;электронное издание;ПК письменных текстов;manual;;2
328945;Сергей Минаев;муж;;Двадцатым будешь?;2002;публицистика|нехудожественная;;заметка;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 16.05.2002;«Вечерняя Москва»;;2002.05.16;газета;ПК письменных текстов;manual;;1
515004;Алсу Разакова;жен;;Первый год и вся жизнь;2002;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;100% Здоровья, 2002.11.11;«100% здоровья»;;2002.11.11;журнал;ПК письменных текстов;manual;;1
511648;Лариса Шпаковская;жен;1975;Старые вещи. Ценность: между государством и обществом;2004;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;Неприкосновенный запас, 2004.01.15;«Неприкосновенный запас»;;2004.01.15;журнал;ПК письменных текстов;manual;;1
460086;Ирина Авереннова;жен;;Геленджик;2000;реклама|нехудожественная;;статья;путешествия;;нейтральный;н-возраст;н-уровень;большая;«Туризм и образование», 15.06.2000;«Туризм и образование»;;2000.06.15;журнал;ПК письменных текстов;manual;;1
514991;;;;Быть стройной очень просто;2002;реклама|нехудожественная;;заметка;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;100% Здоровья, 2002.11.11;«100% здоровья»;;2002.11.11;журнал;ПК письменных текстов;manual;;1
517868;А. Е. Войскунский, О. В. Смыслова;муж|жен;;Роль мотивации «потока» в развитии компетентности хакера;2003;учебно-научная|нехудожественная;;статья;наука и технологии|психология;;специальный;н-возраст;н-уровень;большая;«Вопросы психологии», 2003, №4;«Вопросы психологии»;;2003;журнал;ПК письменных текстов;manual;;2
517863;;;;Психологические аспекты смысла жизни и акме;2003;учебно-научная|нехудожественная;;отчет;наука и технологии|психология;;специальный;н-возраст;н-уровень;большая;«Вопросы психологии», 2003, №4;«Вопросы психологии»;;2003;журнал;ПК письменных текстов;manual;;2
polif;М. М. Бахтин;муж;1895;О полифоничности романов Достоевского;1971;учебно-научная|нехудожественная;;интервью;наука и технологии|филология;;нейтральный;н-возраст;высокий;большая;Бахтин М. М. Собр. соч. Т.5. М.: Русские словари, 1997;Бахтин М. М. Собр. соч. Т.5;Русские словари;1997;книга;ПК письменных текстов;manual;;2
444563;;;;Беззащитная братва;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;Криминальная хроника, 08.07.2003;«Криминальная хроника»;;2003.07.08;газета;ПК письменных текстов;manual;;1
nachshk;В. А. Успенский;муж;1930;К преподаванию математики в начальной школе;1966;учебно-научная|нехудожественная;;статья;наука и технологии|математика;;нейтральный;н-возраст;высокий;большая;В. А. Успенский. Труды по нематематике. М., ОГИ, 2002;В. А. Успенский. Труды по нематематике;Издательство О. Г. И.;2002;книга;ПК письменных текстов;manual;;2
460063;;;;Невеста;2000;реклама|нехудожественная;;объявление;наука и технологии|образование;;нейтральный;н-возраст;н-уровень;большая;«Туризм и образование», 15.06.2000;«Туризм и образование»;;2000.06.15;журнал;ПК письменных текстов;manual;;1
shkaf;Вячеслав Пьецух;муж;1946;Шкаф;1997;художественная;нежанровая проза;рассказ;;Россия/СССР: 1930-е|Россия/СССР: 1950-е;нейтральный;н-возраст;н-уровень;большая;Проза новой России: В 4 т. Т. 3. - М.: Вагриус, 2003;Проза новой России: В 4 т. Т. 3;«Вагриус»;2003;книга;ПК письменных текстов;manual;;3
518255;О. В. Логиновский, Ю. А. Даренских;муж;;Создание автоматизированной информационной системы губернатора и правительства Челябинской области;2004;учебно-научная|нехудожественная;;статья;наука и технологии|бизнес, коммерция, экономика, финансы;;специальный;н-возраст;н-уровень;средняя;Вопросы статистики,2004,N011;«Вопросы статистики»;;2004;журнал;ПК письменных текстов;manual;;2
issue_1968;;;;Медь против бактерий;2003;публицистика|нехудожественная;;заметка;наука и технологии|химия;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
lotman-92e;Ю. М. Лотман;муж;1922;Символ в системе культуры;1982-1992;учебно-научная|нехудожественная;;статья;наука и технологии|филология|культурология;;нейтральный;н-возраст;н-уровень;большая;Philology.ru;Лотман Ю.М. Избранные статьи. Т. 1. -- Таллинн, 1992. -- С. 191-199;;1992;книга;ПК письменных текстов;manual;;2
issue_2296;Сергей Старостин, Григорий Зеленко;муж;1953;У человечества был один праязык;2003;учебно-научная|нехудожественная;;статья;наука и технологии|филология;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 8;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
lotman-92b;Ю. М. Лотман;муж;1922;Семиотика культуры и понятие текста;1981;учебно-научная|нехудожественная;;статья;наука и технологии|филология|культурология;;нейтральный;н-возраст;н-уровень;большая;Philology.ru;Лотман Ю.М. Избранные статьи. Т. 1. -- Таллинн, 1992. -- С. 129-132;;1992;книга;ПК письменных текстов;manual;;2
issue_2298;;;;Лесная мозаика;2003;публицистика|нехудожественная;;заметка;наука и технологии|природа;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 8;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
448321;;;;Поклонники приходят и уходят, роли остаются;2002;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.03.25;«Культура»;;2002.03.25;газета;ПК письменных текстов;manual;;1
444338;;;;Алексей Балабанов: «Я снимаю не для вечности»;2002;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.04.01;«Культура»;;2002.04.01;газета;ПК письменных текстов;manual;;1
13450329;Антон Лебедев;муж;;Прощания не будет;1999;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Коммерсантъ-Власть», 1999, № 27;«Коммерсантъ-Власть»;;1999;журнал;ПК письменных текстов;manual;;1
en_0821_1;Александр Огневский;муж;;Наркотики идут транзитом;2003;публицистика|нехудожественная;;заметка;криминал;;нейтральный;н-возраст;н-уровень;большая;«Ежедневные новости» (Владивосток), 21.08.2003;«Ежедневные новости» (Владивосток);;2003.08.21;газета;ПК письменных текстов;manual;;1
328755;Анастасия Романова;жен;;Александр Буйнов: Наши бомжи круче бомжей Сан-Франциско;2002;публицистика|нехудожественная;;интервью;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 10.01.2002;«Вечерняя Москва»;;2002.01.10;газета;ПК письменных текстов;manual;;1
328759;Павел Абаренов;муж;;Информ пробежка;2002;публицистика|нехудожественная;;обзор;спорт;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 10.01.2002;«Вечерняя Москва»;;2002.01.10;газета;ПК письменных текстов;manual;;1
12657;Андрей Митьков;муж;;Такие сладкие надежды. Итоги четвертого этапа Кубка мира;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 14.01.2002;«Известия»;;2002.01.14;газета;ПК письменных текстов;manual;;1
gta_0620_03;Вадим Карамба;муж;;Якут и партия едины;2003;публицистика|нехудожественная;;комментарий;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Газета», 20.06.2003;«Газета»;;2003.06.20;газета;ПК письменных текстов;manual;;1
17575;Сергей Подушкин;муж;;Все мимо. Итоги выступлений в сезоне-2001/2002 женской сборной России по конькам;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 24.04.2002;«Известия»;;2002.04.24;газета;ПК письменных текстов;manual;;1
10975426;;;;Морщины - не повод для печали;2002;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.03.2002;«Домовой»;;2002.03.04;журнал;ПК письменных текстов;manual;;1
10973804;Юлия Пешкова;жен;;Пиковый козырь;2002;публицистика|нехудожественная;;интервью;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.01.2002;«Домовой»;;2002.01.04;журнал;ПК письменных текстов;manual;;1
2115;Евгений Чубаров;муж;;Статистика без погон. Генпрокуратура хочет отдать регистрацию преступлений в Госкомстат;2001;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Известия», 05.07.2001;«Известия»;;2001.07.05;газета;ПК письменных текстов;manual;;1
515102;Валерия Фейгина;жен;;Все болезни от нервов;2003;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;100% Здоровья, 2003.01.15;«100% здоровья»;;2003.01.15;журнал;ПК письменных текстов;manual;;1
vmn_0726_6;Андрей Хохлов;муж;;Кто-то страшный к нам идет...;2003;публицистика|нехудожественная;;комментарий;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 26.07.2003;«Время МН»;;2003.07.26;газета;ПК письменных текстов;manual;;1
vmn_0726_1;Армен Уриханян;муж;;Пояс зла возле столицы;2003;публицистика|нехудожественная;;комментарий;криминал;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 26.07.2003;«Время МН»;;2003.07.26;газета;ПК письменных текстов;manual;;1
517871;Л. С. Куравский, С. Б. Малых;муж;;Применение марковских моделей для анализа эволюции психологических характеристик в популяции;2003;учебно-научная|нехудожественная;;статья;наука и технологии|психология;;специальный;н-возраст;н-уровень;большая;«Вопросы психологии», 2003, №4;«Вопросы психологии»;;2003;журнал;ПК письменных текстов;manual;;2
vmn_0726_3;Дмитрий Орлов;муж;;Размытый лик партии власти;2003;публицистика|нехудожественная;;комментарий;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 26.07.2003;«Время МН»;;2003.07.26;газета;ПК письменных текстов;manual;;1
vmn_0726_2;Андрей Хохлов;муж;;Кто грозит башням Сибири;2003;публицистика|нехудожественная;;отчет;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 26.07.2003;«Время МН»;;2003.07.26;газета;ПК письменных текстов;manual;;1
331428;Дмитрий Лысак;муж;;Секретная миссия простого брелка;2003;реклама|нехудожественная;;заметка;техника;;нейтральный;н-возраст;н-уровень;большая;«Stuff», 06.03.2003;«Stuff»;;2003.03.06;журнал;ПК письменных текстов;manual;;1
